position,column,banking_name,source,training_median
1034,F3328,D_MOB_BNKING_TXN_14D_OCC,carried through from the extract,-1.0
1035,F3329,D_MBNKING_TXN_CR_14D_OCC,carried through from the extract,-1.0
1036,F3330,D_MBNKING_TXN_DB_14D_OCC,carried through from the extract,-1.0
1037,F3331,D_MOB_BNKING_AMT_14D_OCC,carried through from the extract,-1.0
1038,F3332,D_MBNKING_AMT_CR_14D_OCC,carried through from the extract,-1.0
1039,F3333,D_MBNKING_AMT_DB_14D_OCC,carried through from the extract,-1.0
1040,F3334,D_POS_PYMT_TXN_14D_OCC,carried through from the extract,-1.0
1041,F3337,D_POS_PYMT_AMT_14D_OCC,carried through from the extract,-1.0
1042,F3346,D_APB_TXN_14D_OCC,carried through from the extract,-1.0
1043,F3349,D_APB_AMT_14D_OCC,carried through from the extract,-1.0
1044,F3352,D_LOAN_TXN_14D_OCC,carried through from the extract,-1.0
1045,F3353,D_LOAN_TXN_CR_14D_OCC,carried through from the extract,-1.0
1046,F3355,D_LOAN_AMT_14D_OCC,carried through from the extract,-1.0
1047,F3356,D_LOAN_AMT_CR_14D_OCC,carried through from the extract,-1.0
1048,F3357,D_LOAN_AMT_DB_14D_OCC,carried through from the extract,-1.0
1049,F3358,D_STDNG_INSTR_14D_OCC,carried through from the extract,-1.0
1050,F3359,D_STDNG_INSTR_CR_TXN_14D_OCC,carried through from the extract,-1.0
1051,F3360,D_STDNG_INSTR_DB_TXN_14D_OCC,carried through from the extract,-1.0
1052,F3363,D_STDNG_INSTR_AMT_DB_14D_OCC,carried through from the extract,-1.0
1053,F3364,D_CASH_TXN_31D_OCC,carried through from the extract,-1.0
1054,F3365,D_CASH_TXN_CR_31D_OCC,carried through from the extract,-1.0
1055,F3366,D_CASH_TXN_DB_31D_OCC,carried through from the extract,-1.0
1056,F3367,D_CASH_AMT_31D_OCC,carried through from the extract,-1.0
1057,F3368,D_CASH_AMT_CR_31D_OCC,carried through from the extract,-1.0
1058,F3369,D_CASH_AMT_DB_31D_OCC,carried through from the extract,-1.0
1059,F3370,D_CHQ_TXN_31D_OCC,carried through from the extract,-1.0
1060,F3371,D_CHQ_TXN_CR_31D_OCC,carried through from the extract,-1.0
1061,F3372,D_CHQ_TXN_DB_31D_OCC,carried through from the extract,-1.0
1062,F3374,D_CHQ_AMT_CR_31D_OCC,carried through from the extract,-1.0
1063,F3376,D_NON_CASH_CHQ_TXN_31D_OCC,carried through from the extract,-1.0
1064,F3377,D_NON_CASH_CHQ_TXN_CR_31D_OCC,carried through from the extract,-1.0
1065,F3378,D_NON_CASH_CHQ_TXN_DB_31D_OCC,carried through from the extract,-1.0
1066,F3379,D_NON_CASH_CHQ_AMT_31D_OCC,carried through from the extract,-1.0
1067,F3381,D_NON_CASH_CHQ_AMT_DB_31D_OCC,carried through from the extract,-1.0
1068,F3382,D_CI_NON_CASH_CHQ_TXN_31D_OCC,carried through from the extract,-1.0
1069,F3384,D_CI_NON_CASH_CHQ_TXN_DB_31D_OCC,carried through from the extract,-1.0
1070,F3385,D_CI_NON_CASH_CHQ_AMT_31D_OCC,carried through from the extract,-1.0
1071,F3386,D_CI_NON_CASH_CHQ_AMT_CR_31D_OCC,carried through from the extract,-1.0
1072,F3387,D_CI_NON_CASH_CHQ_AMT_DB_31D_OCC,carried through from the extract,-1.0
1073,F3394,D_ATM_TXN_31D_OCC,carried through from the extract,-1.0
1074,F3397,D_ATM_AMT_31D_OCC,carried through from the extract,-1.0
1075,F3400,D_BI_FEES_CHRGS_TXN_31D_OCC,carried through from the extract,-1.0
1076,F3403,D_BI_FEES_CHRGS_AMT_31D_OCC,carried through from the extract,-1.0
1077,F3406,D_CI_FEES_CHRGS_TXN_31D_OCC,carried through from the extract,-1.0
1078,F3407,D_CI_FEES_CHRGS_TXN_CR_31D_OCC,carried through from the extract,-1.0
1079,F3408,D_CI_FEES_CHRGS_TXN_DB_31D_OCC,carried through from the extract,-1.0
1080,F3409,D_CI_FEES_CHRGS_AMT_31D_OCC,carried through from the extract,-1.0
1081,F3410,D_CI_FEES_CHRGS_AMT_CR_31D_OCC,carried through from the extract,-1.0
1082,F3411,D_CI_FEES_CHRGS_AMT_DB_31D_OCC,carried through from the extract,-1.0
1083,F3412,D_GST_TXN_31D_OCC,carried through from the extract,-1.0
1084,F3413,D_GST_TXN_CR_31D_OCC,carried through from the extract,-1.0
1085,F3415,D_GST_AMT_31D_OCC,carried through from the extract,-1.0
1086,F3416,D_GST_AMT_CR_31D_OCC,carried through from the extract,-1.0
1087,F3418,D_ELEC_XFER_TXN_31D_OCC,carried through from the extract,-1.0
1088,F3419,D_ELEC_XFER_TXN_CR_31D_OCC,carried through from the extract,-1.0
1089,F3420,D_ELEC_XFER_TXN_DB_31D_OCC,carried through from the extract,-1.0
1090,F3421,D_ELEC_XFER_AMT_31D_OCC,carried through from the extract,-1.0
1091,F3422,D_ELEC_XFER_AMT_CR_31D_OCC,carried through from the extract,-1.0
1092,F3423,D_ELEC_XFER_AMT_DB_31D_OCC,carried through from the extract,-1.0
1093,F3424,D_UPI_XFER_TXN_31D_OCC,carried through from the extract,-1.0
1094,F3426,D_UPI_TXN_DB_31D_OCC,carried through from the extract,-1.0
1095,F3427,D_UPI_XFER_AMT_31D_OCC,carried through from the extract,-1.0
1096,F3428,D_UPI_AMT_CR_31D_OCC,carried through from the extract,-1.0
1097,F3429,D_UPI_AMT_DB_31D_OCC,carried through from the extract,-1.0
1098,F3430,D_NET_BNKING_TXN_31D_OCC,carried through from the extract,-1.0
1099,F3431,D_NET_BNKING_TXN_CR_31D_OCC,carried through from the extract,-1.0
1100,F3432,D_NET_BNKING_TXN_DB_31D_OCC,carried through from the extract,-1.0
1101,F3433,D_NET_BNKING_AMT_31D_OCC,carried through from the extract,-1.0
1102,F3434,D_NET_BNKING_AMT_CR_31D_OCC,carried through from the extract,-1.0
1103,F3435,D_NET_BNKING_AMT_DB_31D_OCC,carried through from the extract,-1.0
1104,F3436,D_MOB_BNKING_TXN_31D_OCC,carried through from the extract,-1.0
1105,F3437,D_MBNKING_TXN_CR_31D_OCC,carried through from the extract,-1.0
1106,F3438,D_MBNKING_TXN_DB_31D_OCC,carried through from the extract,-1.0
1107,F3439,D_MOB_BNKING_AMT_31D_OCC,carried through from the extract,-1.0
1108,F3440,D_MBNKING_AMT_CR_31D_OCC,carried through from the extract,-1.0
1109,F3441,D_MBNKING_AMT_DB_31D_OCC,carried through from the extract,-1.0
1110,F3442,D_POS_PYMT_TXN_31D_OCC,carried through from the extract,-1.0
1111,F3445,D_POS_PYMT_AMT_31D_OCC,carried through from the extract,-1.0
1112,F3454,D_APB_TXN_31D_OCC,carried through from the extract,-1.0
1113,F3457,D_APB_AMT_31D_OCC,carried through from the extract,-1.0
1114,F3460,D_LOAN_TXN_31D_OCC,carried through from the extract,-1.0
1115,F3461,D_LOAN_TXN_CR_31D_OCC,carried through from the extract,-1.0
1116,F3463,D_LOAN_AMT_31D_OCC,carried through from the extract,-1.0
1117,F3464,D_LOAN_AMT_CR_31D_OCC,carried through from the extract,-1.0
1118,F3465,D_LOAN_AMT_DB_31D_OCC,carried through from the extract,-1.0
1119,F3466,D_STDNG_INSTR_31D_OCC,carried through from the extract,-1.0
1120,F3467,D_STDNG_INSTR_CR_TXN_31D_OCC,carried through from the extract,-1.0
1121,F3468,D_STDNG_INSTR_DB_TXN_31D_OCC,carried through from the extract,-1.0
1122,F3469,D_STDNG_INSTR_AMT_31D_OCC,carried through from the extract,-1.0
1123,F3470,D_STDNG_INSTR_AMT_CR_31D_OCC,carried through from the extract,-1.0
1124,F3471,D_STDNG_INSTR_AMT_DB_31D_OCC,carried through from the extract,-1.0
1125,F3472,DA_CASH_TXN_7D_OCC,carried through from the extract,-1.0
1126,F3473,DA_CASH_TXN_CR_7D_OCC,carried through from the extract,-1.0
1127,F3474,DA_CASH_TXN_DB_7D_OCC,carried through from the extract,-1.0
1128,F3475,DA_CASH_AMT_7D_OCC,carried through from the extract,-1.0
1129,F3476,DA_CASH_AMT_CR_7D_OCC,carried through from the extract,-1.0
1130,F3477,DA_CASH_AMT_DB_7D_OCC,carried through from the extract,-1.0
1131,F3478,DA_CHQ_TXN_7D_OCC,carried through from the extract,-1.0
1132,F3479,DA_CHQ_TXN_CR_7D_OCC,carried through from the extract,-1.0
1133,F3480,DA_CHQ_TXN_DB_7D_OCC,carried through from the extract,-1.0
1134,F3481,DA_CHQ_AMT_7D_OCC,carried through from the extract,-1.0
1135,F3482,DA_CHQ_AMT_CR_7D_OCC,carried through from the extract,-1.0
1136,F3483,DA_CHQ_AMT_DB_7D_OCC,carried through from the extract,-1.0
1137,F3484,DA_NON_CASH_CHQ_TXN_7D_OCC,carried through from the extract,0.02
1138,F3485,DA_NON_CASH_CHQ_TXN_CR_7D_OCC,carried through from the extract,-0.26
1139,F3486,DA_NON_CASH_CHQ_TXN_DB_7D_OCC,carried through from the extract,0.19
1140,F3487,DA_NON_CASH_CHQ_AMT_7D_OCC,carried through from the extract,-0.93
1141,F3489,DA_NON_CASH_CHQ_AMT_DB_7D_OCC,carried through from the extract,-0.91
1142,F3490,DA_CI_NON_CASH_CHQ_TXN_7D_OCC,carried through from the extract,0.03
1143,F3491,DA_CI_NON_CASH_CHQ_TXN_CR_7D_OCC,carried through from the extract,-0.33
1144,F3492,DA_CI_NON_CASH_CHQ_TXN_DB_7D_OCC,carried through from the extract,0.17
1145,F3493,DA_CI_NON_CASH_CHQ_AMT_7D_OCC,carried through from the extract,-0.92
1146,F3494,DA_CI_NON_CASH_CHQ_AMT_CR_7D_OCC,carried through from the extract,-0.97
1147,F3495,DA_CI_NON_CASH_CHQ_AMT_DB_7D_OCC,carried through from the extract,-0.87
1148,F3502,DA_ATM_TXN_7D_OCC,carried through from the extract,-1.0
1149,F3505,DA_ATM_AMT_7D_OCC,carried through from the extract,-1.0
1150,F3508,DA_BI_FEES_CHRGS_TXN_7D_OCC,carried through from the extract,-1.0
1151,F3511,DA_BI_FEES_CHRGS_AMT_7D_OCC,carried through from the extract,-1.0
1152,F3512,DA_BI_FEES_CHRGS_AMT_CR_7D_OCC,carried through from the extract,-1.0
1153,F3514,DA_CI_FEES_CHRGS_TXN_7D_OCC,carried through from the extract,-1.0
1154,F3515,DA_CI_FEES_CHRGS_TXN_CR_7D_OCC,carried through from the extract,-1.0
1155,F3517,DA_CI_FEES_CHRGS_AMT_7D_OCC,carried through from the extract,-1.0
1156,F3518,DA_CI_FEES_CHRGS_AMT_CR_7D_OCC,carried through from the extract,-1.0
1157,F3519,DA_CI_FEES_CHRGS_AMT_DB_7D_OCC,carried through from the extract,-1.0
1158,F3520,DA_GST_TXN_7D_OCC,carried through from the extract,-1.0
1159,F3521,DA_GST_TXN_CR_7D_OCC,carried through from the extract,-1.0
1160,F3522,DA_GST_TXN_DB_7D_OCC,carried through from the extract,-1.0
1161,F3523,DA_GST_AMT_7D_OCC,carried through from the extract,-1.0
1162,F3524,DA_GST_AMT_CR_7D_OCC,carried through from the extract,-1.0
1163,F3525,DA_GST_AMT_DB_7D_OCC,carried through from the extract,-1.0
1164,F3526,DA_ELEC_XFER_TXN_7D_OCC,carried through from the extract,-0.66
1165,F3527,DA_ELEC_XFER_TXN_CR_7D_OCC,carried through from the extract,-0.71
1166,F3528,DA_ELEC_XFER_TXN_DB_7D_OCC,carried through from the extract,-1.0
1167,F3529,DA_ELEC_XFER_AMT_7D_OCC,carried through from the extract,-0.98
1168,F3530,DA_ELEC_XFER_AMT_CR_7D_OCC,carried through from the extract,-0.99
1169,F3531,DA_ELEC_XFER_AMT_DB_7D_OCC,carried through from the extract,-1.0
1170,F3532,DA_UPI_XFER_TXN_7D_OCC,carried through from the extract,0.17
1171,F3533,DA_UPI_TXN_CR_7D_OCC,carried through from the extract,-0.67
1172,F3534,DA_UPI_TXN_DB_7D_OCC,carried through from the extract,0.14
1173,F3535,DA_UPI_XFER_AMT_7D_OCC,carried through from the extract,-0.36
1174,F3536,DA_UPI_AMT_CR_7D_OCC,carried through from the extract,-0.84
1175,F3537,DA_UPI_AMT_DB_7D_OCC,carried through from the extract,-0.47
1176,F3538,DA_NET_BNKING_TXN_7D_OCC,carried through from the extract,-0.99
1177,F3539,DA_NET_BNKING_TXN_CR_7D_OCC,carried through from the extract,-1.0
1178,F3540,DA_NET_BNKING_TXN_DB_7D_OCC,carried through from the extract,-1.0
1179,F3541,DA_NET_BNKING_AMT_7D_OCC,carried through from the extract,-1.0
1180,F3543,DA_NET_BNKING_AMT_DB_7D_OCC,carried through from the extract,-1.0
1181,F3544,DA_MOB_BNKING_TXN_7D_OCC,carried through from the extract,-1.0
1182,F3545,DA_MBNKING_TXN_CR_7D_OCC,carried through from the extract,-1.0
1183,F3546,DA_MBNKING_TXN_DB_7D_OCC,carried through from the extract,-1.0
1184,F3547,DA_MOB_BNKING_AMT_7D_OCC,carried through from the extract,-1.0
1185,F3548,DA_MBNKING_AMT_CR_7D_OCC,carried through from the extract,-1.0
1186,F3549,DA_MBNKING_AMT_DB_7D_OCC,carried through from the extract,-1.0
1187,F3550,DA_POS_PYMT_TXN_7D_OCC,carried through from the extract,-1.0
1188,F3553,DA_POS_PYMT_AMT_7D_OCC,carried through from the extract,-1.0
1189,F3562,DA_APB_TXN_7D_OCC,carried through from the extract,-1.0
1190,F3565,DA_APB_AMT_7D_OCC,carried through from the extract,-1.0
1191,F3568,DA_LOAN_TXN_7D_OCC,carried through from the extract,-1.0
1192,F3569,DA_LOAN_TXN_CR_7D_OCC,carried through from the extract,-1.0
1193,F3570,DA_LOAN_TXN_DB_7D_OCC,carried through from the extract,-1.0
1194,F3571,DA_LOAN_AMT_7D_OCC,carried through from the extract,-1.0
1195,F3572,DA_LOAN_AMT_CR_7D_OCC,carried through from the extract,-1.0
1196,F3573,DA_LOAN_AMT_DB_7D_OCC,carried through from the extract,-1.0
1197,F3574,DA_STDNG_INSTR_7D_OCC,carried through from the extract,-1.0
1198,F3575,DA_STDNG_INSTR_CR_TXN_7D_OCC,carried through from the extract,-1.0
1199,F3576,DA_STDNG_INSTR_DB_TXN_7D_OCC,carried through from the extract,-1.0
1200,F3579,DA_STDNG_INSTR_AMT_DB_7D_OCC,carried through from the extract,-1.0
1201,F3580,DA_CASH_TXN_14D_OC,carried through from the extract,-1.0
1202,F3581,DA_CASH_TXN_CR_14D_OC,carried through from the extract,-1.0
1203,F3582,DA_CASH_TXN_DB_14D_OC,carried through from the extract,-1.0
1204,F3583,DA_CASH_AMT_14D_OC,carried through from the extract,-1.0
1205,F3586,DA_CHQ_TXN_14D_OC,carried through from the extract,-1.0
1206,F3587,DA_CHQ_TXN_CR_14D_OC,carried through from the extract,-1.0
1207,F3588,DA_CHQ_TXN_DB_14D_OC,carried through from the extract,-1.0
1208,F3589,DA_CHQ_AMT_14D_OC,carried through from the extract,-1.0
1209,F3590,DA_CHQ_AMT_CR_14D_OC,carried through from the extract,-1.0
1210,F3591,DA_CHQ_AMT_DB_14D_OC,carried through from the extract,-1.0
1211,F3592,DA_NON_CASH_CHQ_TXN_14D_OC,carried through from the extract,0.02
1212,F3593,DA_NON_CASH_CHQ_TXN_CR_14D_OC,carried through from the extract,-0.26
1213,F3594,DA_NON_CASH_CHQ_TXN_DB_14D_OC,carried through from the extract,0.19
1214,F3595,DA_NON_CASH_CHQ_AMT_14D_OC,carried through from the extract,-0.94
1215,F3596,DA_NON_CASH_CHQ_AMT_CR_14D_OC,carried through from the extract,-0.96
1216,F3597,DA_NON_CASH_CHQ_AMT_DB_14D_OC,carried through from the extract,-0.92
1217,F3598,DA_CI_NON_CASH_CHQ_TXN_14D_OC,carried through from the extract,0.03
1218,F3599,DA_CI_NON_CASH_CHQ_TXN_CR_14D_OC,carried through from the extract,-0.32
1219,F3600,DA_CI_NON_CASH_CHQ_TXN_DB_14D_OC,carried through from the extract,0.16
1220,F3601,DA_CI_NON_CASH_CHQ_AMT_14D_OC,carried through from the extract,-0.93
1221,F3602,DA_CI_NON_CASH_CHQ_AMT_CR_14D_OC,carried through from the extract,-0.96
1222,F3603,DA_CI_NON_CASH_CHQ_AMT_DB_14D_OC,carried through from the extract,-0.88
1223,F3610,DA_ATM_TXN_14D_OC,carried through from the extract,-1.0
1224,F3613,DA_ATM_AMT_14D_OC,carried through from the extract,-1.0
1225,F3616,DA_BI_FEES_CHRGS_TXN_14D_OC,carried through from the extract,-1.0
1226,F3617,DA_BI_FEES_CHRGS_TXN_CR_14D_OC,carried through from the extract,-1.0
1227,F3619,DA_BI_FEES_CHRGS_AMT_14D_OC,carried through from the extract,-1.0
1228,F3620,DA_BI_FEES_CHRGS_AMT_CR_14D_OC,carried through from the extract,-1.0
1229,F3622,DA_CI_FEES_CHRGS_TXN_14D_OC,carried through from the extract,-1.0
1230,F3623,DA_CI_FEES_CHRGS_TXN_CR_14D_OC,carried through from the extract,-1.0
1231,F3625,DA_CI_FEES_CHRGS_AMT_14D_OC,carried through from the extract,-1.0
1232,F3626,DA_CI_FEES_CHRGS_AMT_CR_14D_OC,carried through from the extract,-1.0
1233,F3627,DA_CI_FEES_CHRGS_AMT_DB_14D_OC,carried through from the extract,-1.0
1234,F3628,DA_GST_TXN_14D_OC,carried through from the extract,-1.0
1235,F3629,DA_GST_TXN_CR_14D_OC,carried through from the extract,-1.0
1236,F3630,DA_GST_TXN_DB_14D_OC,carried through from the extract,-1.0
1237,F3631,DA_GST_AMT_14D_OC,carried through from the extract,-1.0
1238,F3632,DA_GST_AMT_CR_14D_OC,carried through from the extract,-1.0
1239,F3633,DA_GST_AMT_DB_14D_OC,carried through from the extract,-1.0
1240,F3634,DA_ELEC_XFER_TXN_14D_OC,carried through from the extract,-0.66
1241,F3635,DA_ELEC_XFER_TXN_CR_14D_OC,carried through from the extract,-0.66
1242,F3636,DA_ELEC_XFER_TXN_DB_14D_OC,carried through from the extract,-1.0
1243,F3637,DA_ELEC_XFER_AMT_14D_OC,carried through from the extract,-0.97
1244,F3638,DA_ELEC_XFER_AMT_CR_14D_OC,carried through from the extract,-0.99
1245,F3639,DA_ELEC_XFER_AMT_DB_14D_OC,carried through from the extract,-1.0
1246,F3641,DA_UPI_TXN_CR_14D_OC,carried through from the extract,-0.61
1247,F3643,DA_UPI_XFER_AMT_14D_OC,carried through from the extract,-0.34
1248,F3644,DA_UPI_AMT_CR_14D_OC,carried through from the extract,-0.77
1249,F3645,DA_UPI_AMT_DB_14D_OC,carried through from the extract,-0.41
1250,F3646,DA_NET_BNKING_TXN_14D_OC,carried through from the extract,-0.83
1251,F3647,DA_NET_BNKING_TXN_CR_14D_OC,carried through from the extract,-0.91
1252,F3649,DA_NET_BNKING_AMT_14D_OC,carried through from the extract,-1.0
1253,F3651,DA_NET_BNKING_AMT_DB_14D_OC,carried through from the extract,-1.0
1254,F3652,DA_MOB_BNKING_TXN_14D_OC,carried through from the extract,-1.0
1255,F3653,DA_MBNKING_TXN_CR_14D_OC,carried through from the extract,-1.0
1256,F3654,DA_MBNKING_TXN_DB_14D_OC,carried through from the extract,-1.0
1257,F3655,DA_MOB_BNKING_AMT_14D_OC,carried through from the extract,-1.0
1258,F3656,DA_MBNKING_AMT_CR_14D_OC,carried through from the extract,-1.0
1259,F3657,DA_MBNKING_AMT_DB_14D_OC,carried through from the extract,-1.0
1260,F3658,DA_POS_PYMT_TXN_14D_OC,carried through from the extract,-1.0
1261,F3661,DA_POS_PYMT_AMT_14D_OC,carried through from the extract,-1.0
1262,F3670,DA_APB_TXN_14D_OC,carried through from the extract,-1.0
1263,F3673,DA_APB_AMT_14D_OC,carried through from the extract,-1.0
1264,F3676,DA_LOAN_TXN_14D_OC,carried through from the extract,-1.0
1265,F3677,DA_LOAN_TXN_CR_14D_OC,carried through from the extract,-1.0
1266,F3678,DA_LOAN_TXN_DB_14D_OC,carried through from the extract,-1.0
1267,F3681,DA_LOAN_AMT_DB_14D_OC,carried through from the extract,-1.0
1268,F3682,DA_STDNG_INSTR_14D_OC,carried through from the extract,-1.0
1269,F3683,DA_STDNG_INSTR_CR_TXN_14D_OC,carried through from the extract,-1.0
1270,F3684,DA_STDNG_INSTR_DB_TXN_14D_OC,carried through from the extract,-1.0
1271,F3687,DA_STDNG_INSTR_AMT_DB_14D_OC,carried through from the extract,-1.0
1272,F3688,DA_CASH_TXN_31D_OC,carried through from the extract,-1.0
1273,F3689,DA_CASH_TXN_CR_31D_OC,carried through from the extract,-1.0
1274,F3690,DA_CASH_TXN_DB_31D_OC,carried through from the extract,-1.0
1275,F3691,DA_CASH_AMT_31D_OC,carried through from the extract,-1.0
1276,F3692,DA_CASH_AMT_CR_31D_OC,carried through from the extract,-1.0
1277,F3694,DA_CHQ_TXN_31D_OC,carried through from the extract,-1.0
1278,F3695,DA_CHQ_TXN_CR_31D_OC,carried through from the extract,-1.0
1279,F3696,DA_CHQ_TXN_DB_31D_OC,carried through from the extract,-1.0
1280,F3697,DA_CHQ_AMT_31D_OC,carried through from the extract,-1.0
1281,F3698,DA_CHQ_AMT_CR_31D_OC,carried through from the extract,-1.0
1282,F3699,DA_CHQ_AMT_DB_31D_OC,carried through from the extract,-1.0
1283,F3700,DA_NON_CASH_CHQ_TXN_31D_OC,carried through from the extract,0.02
1284,F3701,DA_NON_CASH_CHQ_TXN_CR_31D_OC,carried through from the extract,-0.26
1285,F3702,DA_NON_CASH_CHQ_TXN_DB_31D_OC,carried through from the extract,0.2
1286,F3703,DA_NON_CASH_CHQ_AMT_31D_OC,carried through from the extract,-0.94
1287,F3704,DA_NON_CASH_CHQ_AMT_CR_31D_OC,carried through from the extract,-0.95
1288,F3705,DA_NON_CASH_CHQ_AMT_DB_31D_OC,carried through from the extract,-0.93
1289,F3706,DA_CI_NON_CASH_CHQ_TXN_31D_OC,carried through from the extract,0.02
1290,F3707,DA_CI_NON_CASH_CHQ_TXN_CR_31D_OC,carried through from the extract,-0.32
1291,F3708,DA_CI_NON_CASH_CHQ_TXN_DB_31D_OC,carried through from the extract,0.15
1292,F3709,DA_CI_NON_CASH_CHQ_AMT_31D_OC,carried through from the extract,-0.93
1293,F3710,DA_CI_NON_CASH_CHQ_AMT_CR_31D_OC,carried through from the extract,-0.96
1294,F3711,DA_CI_NON_CASH_CHQ_AMT_DB_31D_OC,carried through from the extract,-0.89
1295,F3718,DA_ATM_TXN_31D_OC,carried through from the extract,-1.0
1296,F3721,DA_ATM_AMT_31D_OC,carried through from the extract,-1.0
1297,F3724,DA_BI_FEES_CHRGS_TXN_31D_OC,carried through from the extract,-1.0
1298,F3727,DA_BI_FEES_CHRGS_AMT_31D_OC,carried through from the extract,-1.0
1299,F3730,DA_CI_FEES_CHRGS_TXN_31D_OC,carried through from the extract,-1.0
1300,F3731,DA_CI_FEES_CHRGS_TXN_CR_31D_OC,carried through from the extract,-1.0
1301,F3733,DA_CI_FEES_CHRGS_AMT_31D_OC,carried through from the extract,-1.0
1302,F3734,DA_CI_FEES_CHRGS_AMT_CR_31D_OC,carried through from the extract,-1.0
1303,F3735,DA_CI_FEES_CHRGS_AMT_DB_31D_OC,carried through from the extract,-1.0
1304,F3736,DA_GST_TXN_31D_OC,carried through from the extract,-1.0
1305,F3737,DA_GST_TXN_CR_31D_OC,carried through from the extract,-1.0
1306,F3738,DA_GST_TXN_DB_31D_OC,carried through from the extract,-1.0
1307,F3739,DA_GST_AMT_31D_OC,carried through from the extract,-1.0
1308,F3740,DA_GST_AMT_CR_31D_OC,carried through from the extract,-1.0
1309,F3741,DA_GST_AMT_DB_31D_OC,carried through from the extract,-1.0
1310,F3742,DA_ELEC_XFER_TXN_31D_OC,carried through from the extract,-0.65
1311,F3743,DA_ELEC_XFER_TXN_CR_31D_OC,carried through from the extract,-0.64
1312,F3744,DA_ELEC_XFER_TXN_DB_31D_OC,carried through from the extract,-1.0
1313,F3745,DA_ELEC_XFER_AMT_31D_OC,carried through from the extract,-0.97
1314,F3746,DA_ELEC_XFER_AMT_CR_31D_OC,carried through from the extract,-0.99
1315,F3747,DA_ELEC_XFER_AMT_DB_31D_OC,carried through from the extract,-1.0
1316,F3749,DA_UPI_TXN_CR_31D_OC,carried through from the extract,-0.57
1317,F3751,DA_UPI_XFER_AMT_31D_OC,carried through from the extract,-0.31
1318,F3752,DA_UPI_AMT_CR_31D_OC,carried through from the extract,-0.71
1319,F3753,DA_UPI_AMT_DB_31D_OC,carried through from the extract,-0.35
1320,F3754,DA_NET_BNKING_TXN_31D_OC,carried through from the extract,-0.77
1321,F3755,DA_NET_BNKING_TXN_CR_31D_OC,carried through from the extract,-0.82
1322,F3756,DA_NET_BNKING_TXN_DB_31D_OC,carried through from the extract,-1.0
1323,F3757,DA_NET_BNKING_AMT_31D_OC,carried through from the extract,-1.0
1324,F3758,DA_NET_BNKING_AMT_CR_31D_OC,carried through from the extract,-1.0
1325,F3759,DA_NET_BNKING_AMT_DB_31D_OC,carried through from the extract,-1.0
1326,F3760,DA_MOB_BNKING_TXN_31D_OC,carried through from the extract,-1.0
1327,F3761,DA_MBNKING_TXN_CR_31D_OC,carried through from the extract,-1.0
1328,F3762,DA_MBNKING_TXN_DB_31D_OC,carried through from the extract,-1.0
1329,F3763,DA_MOB_BNKING_AMT_31D_OC,carried through from the extract,-1.0
1330,F3764,DA_MBNKING_AMT_CR_31D_OC,carried through from the extract,-1.0
1331,F3765,DA_MBNKING_AMT_DB_31D_OC,carried through from the extract,-1.0
1332,F3766,DA_POS_PYMT_TXN_31D_OC,carried through from the extract,-1.0
1333,F3769,DA_POS_PYMT_AMT_31D_OC,carried through from the extract,-1.0
1334,F3778,DA_APB_TXN_31D_OC,carried through from the extract,-1.0
1335,F3781,DA_APB_AMT_31D_OC,carried through from the extract,-1.0
1336,F3784,DA_LOAN_TXN_31D_OC,carried through from the extract,-1.0
1337,F3785,DA_LOAN_TXN_CR_31D_OC,carried through from the extract,-1.0
1338,F3786,DA_LOAN_TXN_DB_31D_OC,carried through from the extract,-1.0
1339,F3787,DA_LOAN_AMT_31D_OC,carried through from the extract,-1.0
1340,F3788,DA_LOAN_AMT_CR_31D_OC,carried through from the extract,-1.0
1341,F3789,DA_LOAN_AMT_DB_31D_OC,carried through from the extract,-1.0
1342,F3790,DA_STDNG_INSTR_31D_OC,carried through from the extract,-1.0
1343,F3791,DA_STDNG_INSTR_CR_TXN_31D_OC,carried through from the extract,-1.0
1344,F3792,DA_STDNG_INSTR_DB_TXN_31D_OC,carried through from the extract,-1.0
1345,F3793,DA_STDNG_INSTR_AMT_31D_OC,carried through from the extract,-1.0
1346,F3794,DA_STDNG_INSTR_AMT_CR_31D_OC,carried through from the extract,-1.0
1347,F3795,DA_STDNG_INSTR_AMT_DB_31D_OC,carried through from the extract,-1.0
1348,F3796,TOT_TXNS_L31D,carried through from the extract,90.0
1349,F3797,TOT_TXNS_CR_L31D,carried through from the extract,25.0
1350,F3798,TOT_TXNS_DB_L31D,carried through from the extract,50.5
1351,F3799,TOT_TXNAMT_L31D,carried through from the extract,1722078.955
1352,F3800,TOT_TXNAMT_CR_L31D,carried through from the extract,873722.0
1353,F3801,TOT_TXNAMT_DB_L31D,carried through from the extract,805204.115
1354,F3802,TOT_TXNS_L14D,carried through from the extract,52.0
1355,F3803,TOT_TXNS_CR_L14D,carried through from the extract,14.0
1356,F3804,TOT_TXNS_DB_L14D,carried through from the extract,29.0
1357,F3805,TOT_TXNAMT_L14D,carried through from the extract,1202788.3
1358,F3806,TOT_TXNAMT_CR_L14D,carried through from the extract,607818.0
1359,F3807,TOT_TXNAMT_DB_L14D,carried through from the extract,581522.245
1360,F3808,TOT_TXNS_L7D,carried through from the extract,32.0
1361,F3810,TOT_TXNS_DB_L7D,carried through from the extract,18.0
1362,F3811,TOT_TXNAMT_L7D,carried through from the extract,841744.325
